GEF ID,Project title,Task Manager,Timeline,PIR Year,Core Indicators,Core Indicators Value,Sub-core indicator,Sub core-indicator value,Unit_of Measure,Notes
9477,Promoting Sustainable Land Management (SLM) through Integrated Restoration of Ecosystems,Ersin Esen,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),21288,,,,
9477,Promoting Sustainable Land Management (SLM) through Integrated Restoration of Ecosystems,Ersin Esen,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2.1: Terrestrial protected areas under improved management effectiveness (Hectares),21288,,
9477,Promoting Sustainable Land Management (SLM) through Integrated Restoration of Ecosystems,Ersin Esen,PIR Year,2020,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2.1: Terrestrial protected areas under improved management effectiveness (Hectares),0,,
9481,Institutional Capacity Strengthening for Implementation of the Nagoya Protocol on Access to Genetic Resources and Benefit Sharing in Uganda ,Jane Nimpamya,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),170316,,,,
9481,Institutional Capacity Strengthening for Implementation of the Nagoya Protocol on Access to Genetic Resources and Benefit Sharing in Uganda ,Jane Nimpamya,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2.1: Terrestrial protected areas under improved management effectiveness (Hectares),170316,,
9481,Institutional Capacity Strengthening for Implementation of the Nagoya Protocol on Access to Genetic Resources and Benefit Sharing in Uganda ,Jane Nimpamya,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,377913,,,,
9481,Institutional Capacity Strengthening for Implementation of the Nagoya Protocol on Access to Genetic Resources and Benefit Sharing in Uganda ,Jane Nimpamya,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,175441,,
9481,Institutional Capacity Strengthening for Implementation of the Nagoya Protocol on Access to Genetic Resources and Benefit Sharing in Uganda ,Jane Nimpamya,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,202472,,
9481,Institutional Capacity Strengthening for Implementation of the Nagoya Protocol on Access to Genetic Resources and Benefit Sharing in Uganda ,Jane Nimpamya,Baseline,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,0,,,,
9481,Institutional Capacity Strengthening for Implementation of the Nagoya Protocol on Access to Genetic Resources and Benefit Sharing in Uganda ,Jane Nimpamya,Baseline,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,0,,
9481,Institutional Capacity Strengthening for Implementation of the Nagoya Protocol on Access to Genetic Resources and Benefit Sharing in Uganda ,Jane Nimpamya,Baseline,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,0,,
9481,Institutional Capacity Strengthening for Implementation of the Nagoya Protocol on Access to Genetic Resources and Benefit Sharing in Uganda ,Jane Nimpamya,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),170316,,,,
9481,Institutional Capacity Strengthening for Implementation of the Nagoya Protocol on Access to Genetic Resources and Benefit Sharing in Uganda ,Jane Nimpamya,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2.1: Terrestrial protected areas under improved management effectiveness (Hectares),170316,,
9481,Institutional Capacity Strengthening for Implementation of the Nagoya Protocol on Access to Genetic Resources and Benefit Sharing in Uganda ,Jane Nimpamya,Expected Results,, Indicator 2: Marine protected areas created or under improved management for conservation and sustainable use (Hectares),0,,,,
9481,Institutional Capacity Strengthening for Implementation of the Nagoya Protocol on Access to Genetic Resources and Benefit Sharing in Uganda ,Jane Nimpamya,Expected Results,,Indicator 3: Area of land restored (Hectares),0,,,,
9481,Institutional Capacity Strengthening for Implementation of the Nagoya Protocol on Access to Genetic Resources and Benefit Sharing in Uganda ,Jane Nimpamya,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,377913,,,,
9481,Institutional Capacity Strengthening for Implementation of the Nagoya Protocol on Access to Genetic Resources and Benefit Sharing in Uganda ,Jane Nimpamya,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,175441,,
9481,Institutional Capacity Strengthening for Implementation of the Nagoya Protocol on Access to Genetic Resources and Benefit Sharing in Uganda ,Jane Nimpamya,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,202472,,
9525,"Strengthening institutions, information management and monitoring to reduce the rate of illegal wildlife trade in south Africa",Jane Nimpamya,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),1948500,,,,
9526,"Enhancing Integrated Natural Resource Management to Arrest and Reverse Current Trends in Biodiversity and Land Degradation for Increased Ecosystem Services in the Tana Delta, Kenya",Victoria Luque,Baseline,,Indicator 3: Area of land restored (Hectares),,Indicator 3.1: Area of degraded agricultural land restored (Hectares),0,,
9526,"Enhancing Integrated Natural Resource Management to Arrest and Reverse Current Trends in Biodiversity and Land Degradation for Increased Ecosystem Services in the Tana Delta, Kenya",Victoria Luque,Baseline,,Indicator 3: Area of land restored (Hectares),,Indicator 3.2: Area of forest and forest land restored (Hecatres),0,,
9526,"Enhancing Integrated Natural Resource Management to Arrest and Reverse Current Trends in Biodiversity and Land Degradation for Increased Ecosystem Services in the Tana Delta, Kenya",Victoria Luque,Baseline,,Indicator 3: Area of land restored (Hectares),,"Indicator 3.4: Area of wetlands (including estuaries, mangroves) restored (Hectares)",0,,
9526,"Enhancing Integrated Natural Resource Management to Arrest and Reverse Current Trends in Biodiversity and Land Degradation for Increased Ecosystem Services in the Tana Delta, Kenya",Victoria Luque,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.1: Area of landscapes under improved management to benefit biodiversity (Hectares),0,,
9526,"Enhancing Integrated Natural Resource Management to Arrest and Reverse Current Trends in Biodiversity and Land Degradation for Increased Ecosystem Services in the Tana Delta, Kenya",Victoria Luque,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.2: Area of landscapes that meet national or international third-party certification that incorporates biodiversity considerations (Hectares),0,,
9526,"Enhancing Integrated Natural Resource Management to Arrest and Reverse Current Trends in Biodiversity and Land Degradation for Increased Ecosystem Services in the Tana Delta, Kenya",Victoria Luque,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.3: Area of landscapes under sustainable land management in production systems (Hectares),0,,
9526,"Enhancing Integrated Natural Resource Management to Arrest and Reverse Current Trends in Biodiversity and Land Degradation for Increased Ecosystem Services in the Tana Delta, Kenya",Victoria Luque,Baseline,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),0,,,,
9526,"Enhancing Integrated Natural Resource Management to Arrest and Reverse Current Trends in Biodiversity and Land Degradation for Increased Ecosystem Services in the Tana Delta, Kenya",Victoria Luque,Baseline,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),,Indicator 6.1: Carbon sequestered or emissions avoided in the AFOLU sector (metric tons of CO?e),0,,
9526,"Enhancing Integrated Natural Resource Management to Arrest and Reverse Current Trends in Biodiversity and Land Degradation for Increased Ecosystem Services in the Tana Delta, Kenya",Victoria Luque,Expected Results,,Indicator 3: Area of land restored (Hectares),58752,,,,
9526,"Enhancing Integrated Natural Resource Management to Arrest and Reverse Current Trends in Biodiversity and Land Degradation for Increased Ecosystem Services in the Tana Delta, Kenya",Victoria Luque,Expected Results,,Indicator 3: Area of land restored (Hectares),,Indicator 3.1: Area of degraded agricultural land restored (Hectares),10000,,
9526,"Enhancing Integrated Natural Resource Management to Arrest and Reverse Current Trends in Biodiversity and Land Degradation for Increased Ecosystem Services in the Tana Delta, Kenya",Victoria Luque,Expected Results,,Indicator 3: Area of land restored (Hectares),,Indicator 3.2: Area of forest and forest land restored (Hecatres),44813,,
9526,"Enhancing Integrated Natural Resource Management to Arrest and Reverse Current Trends in Biodiversity and Land Degradation for Increased Ecosystem Services in the Tana Delta, Kenya",Victoria Luque,Expected Results,,Indicator 3: Area of land restored (Hectares),,"Indicator 3.4: Area of wetlands (including estuaries, mangroves) restored (Hectares)",3939,,
9526,"Enhancing Integrated Natural Resource Management to Arrest and Reverse Current Trends in Biodiversity and Land Degradation for Increased Ecosystem Services in the Tana Delta, Kenya",Victoria Luque,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),235000,,,,
9526,"Enhancing Integrated Natural Resource Management to Arrest and Reverse Current Trends in Biodiversity and Land Degradation for Increased Ecosystem Services in the Tana Delta, Kenya",Victoria Luque,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.1: Area of landscapes under improved management to benefit biodiversity (Hectares),130000,,
9526,"Enhancing Integrated Natural Resource Management to Arrest and Reverse Current Trends in Biodiversity and Land Degradation for Increased Ecosystem Services in the Tana Delta, Kenya",Victoria Luque,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.2: Area of landscapes that meet national or international third-party certification that incorporates biodiversity considerations (Hectares),95000,,
9526,"Enhancing Integrated Natural Resource Management to Arrest and Reverse Current Trends in Biodiversity and Land Degradation for Increased Ecosystem Services in the Tana Delta, Kenya",Victoria Luque,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.3: Area of landscapes under sustainable land management in production systems (Hectares),10000,,
9526,"Enhancing Integrated Natural Resource Management to Arrest and Reverse Current Trends in Biodiversity and Land Degradation for Increased Ecosystem Services in the Tana Delta, Kenya",Victoria Luque,Expected Results,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),39745285,,,,
9526,"Enhancing Integrated Natural Resource Management to Arrest and Reverse Current Trends in Biodiversity and Land Degradation for Increased Ecosystem Services in the Tana Delta, Kenya",Victoria Luque,Expected Results,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),,Indicator 6.1: Carbon sequestered or emissions avoided in the AFOLU sector (metric tons of CO?e),39745285,,
9526,"Enhancing Integrated Natural Resource Management to Arrest and Reverse Current Trends in Biodiversity and Land Degradation for Increased Ecosystem Services in the Tana Delta, Kenya",Victoria Luque,PIR Year,2020,Indicator 3: Area of land restored (Hectares),44500,,,,
9526,"Enhancing Integrated Natural Resource Management to Arrest and Reverse Current Trends in Biodiversity and Land Degradation for Increased Ecosystem Services in the Tana Delta, Kenya",Victoria Luque,PIR Year,2020,Indicator 3: Area of land restored (Hectares),,Indicator 3.2: Area of forest and forest land restored (Hecatres),44500,,
9526,"Enhancing Integrated Natural Resource Management to Arrest and Reverse Current Trends in Biodiversity and Land Degradation for Increased Ecosystem Services in the Tana Delta, Kenya",Victoria Luque,PIR Year,2020,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),116867,,,,
9526,"Enhancing Integrated Natural Resource Management to Arrest and Reverse Current Trends in Biodiversity and Land Degradation for Increased Ecosystem Services in the Tana Delta, Kenya",Victoria Luque,PIR Year,2020,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,6050,,,,
9526,"Enhancing Integrated Natural Resource Management to Arrest and Reverse Current Trends in Biodiversity and Land Degradation for Increased Ecosystem Services in the Tana Delta, Kenya",Victoria Luque,PIR Year,2020,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,2457,,
9526,"Enhancing Integrated Natural Resource Management to Arrest and Reverse Current Trends in Biodiversity and Land Degradation for Increased Ecosystem Services in the Tana Delta, Kenya",Victoria Luque,PIR Year,2020,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,2229,,
9539,Enhancing sustainability of Protected Area systems and Stabilizing Agro-production in Adjoining Areas through Improved IAS Management,Max Zieren,Baseline,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2: Terrestrial protected areas under improved management effectiveness (METT Score),0,ha,
9539,Enhancing sustainability of Protected Area systems and Stabilizing Agro-production in Adjoining Areas through Improved IAS Management,Max Zieren,Baseline,,Indicator 3: Area of land restored (Hectares),,Indicator 3.1: Area of degraded agricultural land restored (Hectares),0,ha,
9539,Enhancing sustainability of Protected Area systems and Stabilizing Agro-production in Adjoining Areas through Improved IAS Management,Max Zieren,Baseline,,Indicator 3: Area of land restored (Hectares),,Indicator 3.2: Area of forest and forest land restored (Hecatres),0,ha,
9539,Enhancing sustainability of Protected Area systems and Stabilizing Agro-production in Adjoining Areas through Improved IAS Management,Max Zieren,Baseline,,Indicator 3: Area of land restored (Hectares),,Indicator 3.3: Area of natural grass and shrublands restored (Hectares),0,ha,
9539,Enhancing sustainability of Protected Area systems and Stabilizing Agro-production in Adjoining Areas through Improved IAS Management,Max Zieren,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2: Terrestrial protected areas under improved management effectiveness (METT Score),136,ha,
9539,Enhancing sustainability of Protected Area systems and Stabilizing Agro-production in Adjoining Areas through Improved IAS Management,Max Zieren,Expected Results,,Indicator 3: Area of land restored (Hectares),250,,,ha,
9539,Enhancing sustainability of Protected Area systems and Stabilizing Agro-production in Adjoining Areas through Improved IAS Management,Max Zieren,Expected Results,,Indicator 3: Area of land restored (Hectares),,Indicator 3.1: Area of degraded agricultural land restored (Hectares),100,ha,
9539,Enhancing sustainability of Protected Area systems and Stabilizing Agro-production in Adjoining Areas through Improved IAS Management,Max Zieren,Expected Results,,Indicator 3: Area of land restored (Hectares),,Indicator 3.2: Area of forest and forest land restored (Hecatres),50,ha,
9539,Enhancing sustainability of Protected Area systems and Stabilizing Agro-production in Adjoining Areas through Improved IAS Management,Max Zieren,Expected Results,,Indicator 3: Area of land restored (Hectares),,Indicator 3.3: Area of natural grass and shrublands restored (Hectares),100,ha,
9539,Enhancing sustainability of Protected Area systems and Stabilizing Agro-production in Adjoining Areas through Improved IAS Management,Max Zieren,PIR Year,2020,Indicator 3: Area of land restored (Hectares),,Indicator 3.1: Area of degraded agricultural land restored (Hectares),0,ha,
9539,Enhancing sustainability of Protected Area systems and Stabilizing Agro-production in Adjoining Areas through Improved IAS Management,Max Zieren,PIR Year,2020,Indicator 3: Area of land restored (Hectares),,Indicator 3.2: Area of forest and forest land restored (Hecatres),0,ha,
9539,Enhancing sustainability of Protected Area systems and Stabilizing Agro-production in Adjoining Areas through Improved IAS Management,Max Zieren,PIR Year,2020,Indicator 3: Area of land restored (Hectares),,Indicator 3.3: Area of natural grass and shrublands restored (Hectares),0,ha,
9542,Integration of Natural Capital Accounting in Public and Private Sector Policy and Decision-making for Sustainable Landscapes,Max Zieren,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),470800,,,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Baseline,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),0,,,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Baseline,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.1: Terrestrial protected areas newly created (Hectares),0,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Baseline,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2.1: Terrestrial protected areas under improved management effectiveness (Hectares),0,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.1: Area of landscapes under improved management to benefit biodiversity (Hectares),0,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),2492441,,,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.1: Terrestrial protected areas newly created (Hectares),1133935,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2.1: Terrestrial protected areas under improved management effectiveness (Hectares),1358506,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),4184859,,,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.1: Area of landscapes under improved management to benefit biodiversity (Hectares),4184859,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,3924,,,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,2000,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,1924,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Baseline,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),0,,,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Baseline,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.1: Terrestrial protected areas newly created (Hectares),0,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Baseline,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2.1: Terrestrial protected areas under improved management effectiveness (Hectares),0,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),0,,,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.1: Area of landscapes under improved management to benefit biodiversity (Hectares),0,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Baseline,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,0,,,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Baseline,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,0,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Baseline,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,0,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),2492441,,,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.1: Terrestrial protected areas newly created (Hectares),1133935,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2.1: Terrestrial protected areas under improved management effectiveness (Hectares),1358506,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Expected Results,, Indicator 2: Marine protected areas created or under improved management for conservation and sustainable use (Hectares),0,,,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Expected Results,,Indicator 3: Area of land restored (Hectares),0,,,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),4184859,,,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.1: Area of landscapes under improved management to benefit biodiversity (Hectares),4184859,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,3924,,,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,2000,,
9551,Capacity Development in Reducing Illegal Wildlife Trade and Improving Protected Area Management Effectiveness in South Sudan ,Jane Nimpamya,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,1924,,
9604,"Removing barriers to biodiversity conservation, land restoration and sustainable forest management through COmmunity-BAsed LAndscape Management - COBALAM",Adamou Bouhari,Baseline,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),0,,,,
9604,"Removing barriers to biodiversity conservation, land restoration and sustainable forest management through COmmunity-BAsed LAndscape Management - COBALAM",Adamou Bouhari,Baseline,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2.1: Terrestrial protected areas under improved management effectiveness (Hectares),0,,
9604,"Removing barriers to biodiversity conservation, land restoration and sustainable forest management through COmmunity-BAsed LAndscape Management - COBALAM",Adamou Bouhari,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.2: Area of landscapes that meet national or international third-party certification that incorporates biodiversity considerations (Hectares),0,,
9604,"Removing barriers to biodiversity conservation, land restoration and sustainable forest management through COmmunity-BAsed LAndscape Management - COBALAM",Adamou Bouhari,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.3: Area of landscapes under sustainable land management in production systems (Hectares),0,,
9604,"Removing barriers to biodiversity conservation, land restoration and sustainable forest management through COmmunity-BAsed LAndscape Management - COBALAM",Adamou Bouhari,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.4: Area of High Conservation Value Forest (HCVF) loss avoided (Hectares),0,,
9604,"Removing barriers to biodiversity conservation, land restoration and sustainable forest management through COmmunity-BAsed LAndscape Management - COBALAM",Adamou Bouhari,Baseline,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),,Indicator 6.1: Carbon sequestered or emissions avoided in the AFOLU sector (metric tons of CO?e),0,,
9604,"Removing barriers to biodiversity conservation, land restoration and sustainable forest management through COmmunity-BAsed LAndscape Management - COBALAM",Adamou Bouhari,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),14099,,,,
9604,"Removing barriers to biodiversity conservation, land restoration and sustainable forest management through COmmunity-BAsed LAndscape Management - COBALAM",Adamou Bouhari,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2.1: Terrestrial protected areas under improved management effectiveness (Hectares),14099,,
9604,"Removing barriers to biodiversity conservation, land restoration and sustainable forest management through COmmunity-BAsed LAndscape Management - COBALAM",Adamou Bouhari,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),38939,,,,
9604,"Removing barriers to biodiversity conservation, land restoration and sustainable forest management through COmmunity-BAsed LAndscape Management - COBALAM",Adamou Bouhari,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.2: Area of landscapes that meet national or international third-party certification that incorporates biodiversity considerations (Hectares),2688,,
9604,"Removing barriers to biodiversity conservation, land restoration and sustainable forest management through COmmunity-BAsed LAndscape Management - COBALAM",Adamou Bouhari,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.3: Area of landscapes under sustainable land management in production systems (Hectares),32751,,
9604,"Removing barriers to biodiversity conservation, land restoration and sustainable forest management through COmmunity-BAsed LAndscape Management - COBALAM",Adamou Bouhari,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.4: Area of High Conservation Value Forest (HCVF) loss avoided (Hectares),3500,,
9604,"Removing barriers to biodiversity conservation, land restoration and sustainable forest management through COmmunity-BAsed LAndscape Management - COBALAM",Adamou Bouhari,Expected Results,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),1953836,,,,
9604,"Removing barriers to biodiversity conservation, land restoration and sustainable forest management through COmmunity-BAsed LAndscape Management - COBALAM",Adamou Bouhari,Expected Results,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),,Indicator 6.1: Carbon sequestered or emissions avoided in the AFOLU sector (metric tons of CO?e),1953836,,
9604,"Removing barriers to biodiversity conservation, land restoration and sustainable forest management through COmmunity-BAsed LAndscape Management - COBALAM",Adamou Bouhari,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,3000,,,,
9604,"Removing barriers to biodiversity conservation, land restoration and sustainable forest management through COmmunity-BAsed LAndscape Management - COBALAM",Adamou Bouhari,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,1200,,
9604,"Removing barriers to biodiversity conservation, land restoration and sustainable forest management through COmmunity-BAsed LAndscape Management - COBALAM",Adamou Bouhari,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,1800,,
9633,Strengthening and Expansion of Capacities in Biosafety that Lead to a full Implementation of the Cartagena Protocol on Biosafety in Guatemala,Thais Narciso,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),10260,,,,
9667,Sustainable Land Management in the Commonwealth of Dominica,Christopher Cox,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.3: Area of landscapes under sustainable land management in production systems (Hectares),0,,
9667,Sustainable Land Management in the Commonwealth of Dominica,Christopher Cox,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),2000,,,,
