mine_id,country_code,mineral,star_all_threats,star_mining_threats,ecological_integrity_risk,external_id,ecoregion_name,ecoregion_category,administrative_boundary_id,administrative_boundary_name
25753,CHL,Zinc,4.867556021,0.142244344,42324.02934,563,Valdivian temperate forests,E,CHL.1_1,Aisén del General Carlos Ibáñez del Campo
35840,ARG,Gold,0.619893239,0,42665.97374,578,Patagonian steppe,E,ARG.20_1,Santa Cruz
59321,VEN,Iron Ore,1.115655756,0.003696296,31927.01211,466,Guianan piedmont moist forests,D,VEN.6_1,Bolívar
61282,COL,Iron Ore,81.06468186,0.163546321,44584.01338,477,Magdalena Valley montane forests,C,COL.6_1,Boyacá
28963,ESP,Gold,4.61117968,0,43682.15439,648,Cantabrian mixed forests,C,ESP.17_1,Principado de Asturias
37783,MEX,Iron Ore,3.069204619,0.144772934,58280.51118,324,Sonoran-Sinaloan subtropical dry forest,C,MEX.26_1,Sonora
34342,ZAF,Platinum,1.641993237,0.141788524,33016.68822,38,Central bushveld,C,ZAF.7_1,North West
41503,ZAF,Coal,6.3048576,0.087779721,40996.31545,81,Highveld grasslands,C,ZAF.6_1,Mpumalanga
68327,ZAF,Manganese,2.067247527,0.105207898,49702.36623,81,Highveld grasslands,C,ZAF.7_1,North West
75737,ZAF,Phosphate,23.25320514,0.067362438,59620.0537,89,Fynbos shrubland,D,ZAF.9_1,Western Cape
41571,ZAF,Coal,11.06866528,0.296484217,52358.41185,81,Highveld grasslands,C,ZAF.6_1,Mpumalanga
34483,ZAF,Diamonds,1.344466527,0.03267235,36762.46524,97,Kalahari xeric savanna,C,ZAF.8_1,Northern Cape
38278,ZAF,Coal,8.154618986,0.112029548,48581.27228,81,Highveld grasslands,C,ZAF.6_1,Mpumalanga
68452,TUR,Coal,0.802921698,0.000124928,62351.20606,662,Eastern Anatolian deciduous forests,E,TUR.42_1,K. Maras
41591,ZAF,Coal,5.529543292,0.343788478,35039.02961,81,Highveld grasslands,C,ZAF.6_1,Mpumalanga
25906,CAN,Gold,0.157664698,0,31312.29237,370,Central Canadian Shield forests,A,CAN.11_1,Québec
68453,MNG,Coal,0.227201252,0.001713859,43619.49066,734,Mongolian-Manchurian grassland,E,MNG.7_1,Dornogovi
26902,USA,Gold,0.743354217,0,52081.58945,433,Mojave desert,D,USA.29_1,Nevada
35695,RUS,Zinc,0.154788385,0,38632.05754,731,Kazakh forest steppe,E,RUS.53_1,Orenburg
33345,CAN,Gold,0.109235494,0.001582262,30309.69494,382,Southern Hudson Bay taiga,A,CAN.11_1,Québec
39423,RUS,Coal,0.242298869,0.002640286,31075.38187,782,Trans-Baikal Bald Mountain tundra,A,RUS.60_1,Sakha
39651,ZAF,Coal,5.189188173,0.133773729,65072.78529,41,Drakensberg grasslands,C,ZAF.1_1,Eastern Cape
53358,CAN,Platinum,0.131405175,0,28103.21092,370,Central Canadian Shield forests,A,CAN.11_1,Québec
37569,USA,Niobium,0.272594972,0.001919728,32373.31007,388,Central Tallgrass prairie,A,USA.28_1,Nebraska
41834,USA,Coal,2.55542009,0.247837657,39605.59727,329,Appalachian mixed mesophytic forests,C,USA.49_1,West Virginia
50712,USA,Coal,2.876983419,0.283339647,55102.00336,387,Central US forest-grasslands transition,C,USA.18_1,Kentucky
60318,USA,Coal,0.751235466,0,29865.15825,353,Colorado Rockies forests,E,USA.6_1,Colorado
69452,USA,Coal,2.628196407,0.271011531,48035.2694,329,Appalachian mixed mesophytic forests,C,USA.18_1,Kentucky
42016,USA,Coal,2.785440195,0.289735107,51826.95264,329,Appalachian mixed mesophytic forests,C,USA.18_1,Kentucky
41179,USA,Coal,0.692750831,0,46552.45969,438,Wyoming Basin shrub steppe,A,USA.51_1,Wyoming
70302,USA,Coal,0.692750831,0,46552.45969,438,Wyoming Basin shrub steppe,A,USA.51_1,Wyoming
27683,USA,Gold,0.644820475,0,43954.63358,396,Northern Shortgrass prairie,C,USA.27_1,Montana
70097,TUR,Iron Ore,0.344468875,7.39584E-05,37526.82865,662,Eastern Anatolian deciduous forests,E,TUR.72_1,Sivas
39512,CAN,Coal,0.220209648,0,22031.01377,361,Northern Rockies conifer forests,A,CAN.2_1,British Columbia
28750,BGR,Copper,0.622259979,0,45655.37003,678,Rodope montane mixed forests,B,BGR.21_1,Sofia
33526,AUS,Diamonds,2.762428712,0.062500835,32658.55829,186,Kimberly tropical savanna,A,AUS.11_1,Western Australia
35205,AUS,Diamonds,2.528418124,0.060286516,38013.7076,186,Kimberly tropical savanna,A,AUS.11_1,Western Australia
56801,GBR,Coal,0.001227357,0,41642.01001,651,Celtic broadleaf forests,C,GBR.1_1,England
70545,USA,Coal,1.231852555,0.127363152,33873.12758,329,Appalachian mixed mesophytic forests,C,USA.18_1,Kentucky
34743,CAN,U3O8,0.444768298,0.063365504,25590.60456,333,Eastern Canadian Forest-Boreal transition,A,CAN.9_1,Ontario
38599,RUS,Gold,0.719985805,0.001976717,28914.36441,693,Da Hinggan-Dzhagdy Mountains conifer forests,A,RUS.3_1,Amur
41493,ZAF,Coal,7.846391417,0.075891569,43751.40363,81,Highveld grasslands,C,ZAF.6_1,Mpumalanga
28703,AUS,Copper,0.242095594,0,24348.95208,187,Mitchell Grass Downs,A,AUS.7_1,Queensland
26479,ZWE,Gold,0.625997098,0.032513486,56062.39986,42,Dry miombo woodlands,C,ZWE.6_1,Mashonaland West
70014,ROU,Coal,0.837962262,0.04456267,58149.89146,646,Balkan mixed forests,C,ROU.21_1,Gorj
40261,CHN,Lead,1.728880279,0,50707.13959,734,Mongolian-Manchurian grassland,E,CHN.19_1,Nei Mongol
41566,ZAF,Coal,19.16619921,1.953036657,44399.69812,81,Highveld grasslands,C,ZAF.6_1,Mpumalanga
40546,IDN,Coal,0.143390656,0.000607239,52415.06033,219,Borneo lowland rain forests,E,IDN.15_1,Kalimantan Timur
68454,IDN,Coal,0.11861212,0.000391844,44814.52379,219,Borneo lowland rain forests,E,IDN.15_1,Kalimantan Timur
51378,USA,Coal,1.264652541,0.089721634,61201.04951,329,Appalachian mixed mesophytic forests,C,USA.39_1,Pennsylvania
40947,USA,Coal,8.997973263,0,39885.40657,429,Colorado Plateau shrublands,E,USA.45_1,Utah
24878,USA,Gold,0.177359387,0,31504.61464,430,Great Basin shrub steppe,E,USA.29_1,Nevada
29988,AUS,Nickel,1.046032654,0,29615.65585,197,Coolgardie woodlands,A,AUS.11_1,Western Australia
62213,ZMB,Manganese,0.698416293,0.026658356,53243.8558,39,Central Zambezian wet miombo woodlands,E,ZMB.1_1,Central
28447,AUS,Tin,10.95452751,0.036961985,45961.3066,168,Eastern Australian temperate forests,E,AUS.5_1,New South Wales
31827,USA,Iron Ore,1.535888894,0,27958.60652,344,Western Great Lakes forests,E,USA.23_1,Michigan
52697,USA,Gold,10.69033236,0,38125.54521,353,Colorado Rockies forests,E,USA.6_1,Colorado
59576,USA,Gold,8.069193443,0,36883.25902,366,Sierra Nevada forests,D,USA.5_1,California
31316,USA,Zinc,0.713134626,0.078114531,54546.0766,334,Eastern Great Lakes lowland forests,C,USA.33_1,New York
69143,UKR,Coal,0.017154882,0,39665.78938,735,Pontic steppe,E,UKR.6_1,Donets'k
38136,CHL,Copper,0.870131592,0.062787733,33131.51062,598,Atacama desert,A,CHL.2_1,Antofagasta
26644,CAN,Molybdenum,0.117587498,0.00204287,29025.56446,355,Fraser Plateau and Basin conifer forests,A,CAN.2_1,British Columbia
27541,AUS,Silver,0.640292163,0,42477.07096,192,Southeast Australia temperate savanna,E,AUS.5_1,New South Wales
70064,ESP,Coal,5.543132609,0,48257.07112,793,Iberian sclerophyllous and semi-deciduous forests,E,ESP.4_1,Castilla-La Mancha
65487,AUS,Heavy Mineral Sands,1.528874418,0,40964.02689,205,Southwest Australia savanna,E,AUS.11_1,Western Australia
69228,UKR,Coal,0.354257838,0,55511.00612,661,East European forest steppe,C,UKR.11_1,Kiev City
34404,BRA,Gold,5.97721317,0.10228226,42082.69049,443,Bahia interior forests,E,BRA.13_1,Minas Gerais
70547,USA,Coal,1.687951629,0.175749711,44749.15139,329,Appalachian mixed mesophytic forests,C,USA.18_1,Kentucky
53206,AUS,Coal,14.14100566,0.032939242,42202.90561,168,Eastern Australian temperate forests,E,AUS.5_1,New South Wales
40948,USA,Coal,0.663256038,0.065305128,65542.96047,329,Appalachian mixed mesophytic forests,C,USA.39_1,Pennsylvania
58274,FIN,Nickel,0.037515923,0,38636.75856,717,Scandinavian and Russian taiga,A,FIN.1_1,Eastern Finland
40677,AUS,Coal,1.306398304,0.023265677,35192.46799,182,Brigalow tropical savanna,E,AUS.7_1,Queensland
55080,USA,Coal,3.520162258,0.348139146,58564.47625,329,Appalachian mixed mesophytic forests,C,USA.18_1,Kentucky
60190,NGA,Coal,2.56082394,0.006492528,46869.40612,44,Guinean forest-savanna,E,NGA.14_1,Enugu
28366,ZWE,Nickel,0.801084503,0.026548946,49266.23234,66,Zambezian-Limpopo mixed woodlands,C,ZWE.9_1,Matabeleland South
50685,SRB,Coal,0.973353124,0.066133665,44808.75703,646,Balkan mixed forests,C,SRB.2_1,Branicevski
50705,USA,Coal,2.619178743,0.255343315,34640.89024,387,Central US forest-grasslands transition,C,USA.18_1,Kentucky
26031,CAN,Silver,0.168682476,0.00289751,38577.58956,355,Fraser Plateau and Basin conifer forests,A,CAN.2_1,British Columbia
82597,CHN,Iron Ore,0.367362501,6.98252E-05,46232.98102,653,Central China Loess Plateau mixed forests,E,CHN.25_1,Shanxi
34078,CHN,Silver,0.163569699,0.000221861,45696.43227,734,Mongolian-Manchurian grassland,E,CHN.19_1,Nei Mongol
39204,RUS,Coal,0.220196635,0.002509334,25157.77854,710,East Siberian taiga,A,RUS.60_1,Sakha
58600,CHN,Gold,0.462908069,0.000244493,39575.40056,669,Manchurian mixed forests,C,CHN.17_1,Jilin
58601,CHN,Gold,1.59173926,0.000475403,55933.23232,656,Changbai Mountains mixed forests,C,CHN.17_1,Jilin
34064,CHN,Gold,0.015994471,1.35764E-05,60765.13537,653,Central China Loess Plateau mixed forests,E,CHN.18_1,Liaoning
40383,CHN,Coal,0.46503089,0.004291383,75940.73264,696,Helanshan montane conifer forests,D,CHN.19_1,Nei Mongol
27495,MNG,Copper,0.390821557,0.000805355,30386.72475,737,Selenge-Orkhon forest steppe,E,MNG.16_1,Orhon
28886,MNG,Copper,0.390821557,0.000805355,30386.72475,737,Selenge-Orkhon forest steppe,E,MNG.16_1,Orhon
58107,MNG,Coal,1.069401661,0.004288916,57331.22915,737,Selenge-Orkhon forest steppe,E,MNG.4_1,Bulgan
30848,TUR,Copper,0.329628775,0.001392365,43059.97499,662,Eastern Anatolian deciduous forests,E,TUR.29_1,Elazig
26855,ZAF,Gold,8.113730201,0.084172189,49163.60299,81,Highveld grasslands,C,ZAF.3_1,Gauteng
60940,CHN,Lead,3.484072726,0,47667.37504,669,Manchurian mixed forests,C,CHN.11_1,Heilongjiang
69003,RUS,Coal,0.150938509,0,27497.44376,741,Amur meadow steppe,C,RUS.3_1,Amur
80259,CHN,Zinc,3.398295646,0.142724219,45774.16894,677,Qin Ling Mountains deciduous forests,E,CHN.22_1,Shaanxi
49674,RUS,Coal,0.034153281,0.000366631,36339.3214,687,Western Siberian hemiboreal forests,C,RUS.27_1,Kemerovo
67838,MEX,Silver,1.947658299,0.04788682,52228.29132,324,Sonoran-Sinaloan subtropical dry forest,C,MEX.26_1,Sonora
28428,AUS,Copper,1.258604574,0,35663.68907,184,Carpentaria tropical savanna,A,AUS.7_1,Queensland
33972,BRA,Gold,0.935915659,0.003538772,26998.88487,529,Chiquitano dry forests,E,BRA.12_1,Mato Grosso
26621,ZAF,Gold,4.616640486,0.051134887,56661.36986,81,Highveld grasslands,C,ZAF.3_1,Gauteng
69577,CHN,Coal,0.16525039,0.001141359,55996.69319,734,Mongolian-Manchurian grassland,E,CHN.25_1,Shanxi
82166,CHN,Iron Ore,6.529263929,0.007091215,48981.88554,643,Yunnan Plateau subtropical evergreen forests,C,CHN.26_1,Sichuan
69177,RUS,Coal,0.236194101,0.000191219,36333.24927,707,Sayan montane conifer forests,A,RUS.27_1,Kemerovo
40310,MNG,Iron Ore,0.282509722,0.000432972,31931.77086,718,Trans-Baikal conifer forests,A,MNG.18_1,Selenge
37544,AUT,Iron Ore,0.607515967,0,55934.42875,689,Alps conifer and mixed forests,E,AUT.6_1,Steiermark
58602,CHN,Gold,23.1899417,0.006035631,51817.47665,697,Hengduan Mountains subalpine conifer forests,E,CHN.26_1,Sichuan
81213,CHN,Copper,55.25108626,0.008072681,35204.19708,750,Central Tibetan Plateau alpine steppe,D,CHN.21_1,Qinghai
34525,GHA,Gold,8.54191837,0.067181364,65633.72604,11,Eastern Guinean forests,C,GHA.1_1,Ashanti
24780,USA,Silver,3.894357859,0,29147.50365,430,Great Basin shrub steppe,E,USA.45_1,Utah
41938,COL,Coal,25.7911722,1.338063409,42332.34017,477,Magdalena Valley montane forests,C,COL.6_1,Boyacá
37565,GTM,Silver,54.67098671,0.145318148,57417.5659,553,Central American pine-oak forests,C,GTM.18_1,Santa Rosa
26490,CHL,Copper,0.07410351,0.005947149,37946.27666,598,Atacama desert,A,CHL.2_1,Antofagasta
31018,CHL,Copper,0.078855502,0.003813439,30386.43632,598,Atacama desert,A,CHL.2_1,Antofagasta
33918,CHL,Copper,0.077507125,0.005947149,41680.48184,598,Atacama desert,A,CHL.2_1,Antofagasta
75982,CHL,Copper,0.095299171,0.005947149,41502.72265,598,Atacama desert,A,CHL.2_1,Antofagasta
49932,JOR,Phosphate,0.361169236,0.000479263,32781.70996,831,North Arabian desert,E,JOR.8_1,Ma`an
42041,IRN,Coal,0.631816233,0.003416535,64178.69514,820,Central Persian desert basins,E,IRN.13_1,Kerman
36302,BRA,Iron Ore,6.433595594,0.025396728,63199.32223,443,Bahia interior forests,E,BRA.13_1,Minas Gerais
64603,BRA,Coal,26.95802507,0.775321231,49035.59136,500,Serra do Mar coastal forests,E,BRA.24_1,Santa Catarina
33321,CHL,Copper,1.027481405,0.070591269,42099.85132,598,Atacama desert,A,CHL.2_1,Antofagasta
30809,BFA,Gold,0.758812841,0.000427394,32620.23536,53,Sahelian Acacia savanna,E,BFA.12_1,Sahel
31960,IND,Iron Ore,3.005898941,0.046512045,54179.62701,228,East Deccan moist deciduous forests,E,IND.26_1,Odisha
33661,BRA,Tin,6.65966469,0.00461352,24951.3536,476,Madeira-Tapajós moist forests,E,BRA.22_1,Rondônia
50023,CAN,Potash,0.005731618,1.06952E-06,39956.91288,386,Canadian Aspen forests and parklands,A,CAN.12_1,Saskatchewan
29167,ECU,Gold,129.2274188,0.254886048,37538.42775,516,Western Ecuador moist forests,E,ECU.6_1,Cotopaxi
25079,USA,Silver,0.59131737,0,30546.45116,367,South Central Rockies forests,E,USA.13_1,Idaho
54623,CAN,Coal,0.058216031,0.000561021,36388.0354,386,Canadian Aspen forests and parklands,A,CAN.12_1,Saskatchewan
27756,CHL,Copper,1.698070905,0.127792597,68700.89893,596,Chilean Matorral,C,CHL.5_1,Atacama
60026,TUR,Chromite,0.262448082,0.000108923,53294.54511,662,Eastern Anatolian deciduous forests,E,TUR.29_1,Elazig
36399,COD,Copper,0.340243067,0.017397842,45136.07771,39,Central Zambezian wet miombo woodlands,E,COD.3_1,Haut-Katanga
54972,AUS,Ilmenite,2.036270704,0,34308.35305,211,Great Victoria desert,A,AUS.8_1,South Australia
32198,KOR,Gold,32.46758962,0.000162361,73667.93432,681,Southern Korea evergreen forests,C,KOR.14_1,Jeollanam-do
32340,AUS,Gold,0.023620033,0,32174.47346,216,Western Australian Mulga shrublands,A,AUS.11_1,Western Australia
54680,PER,Gold,1.304501036,0.07531542,43722.17045,608,Sechura desert,E,PER.4_1,Arequipa
26862,ZAF,Gold,17.54654157,0.533071115,52956.3486,81,Highveld grasslands,C,ZAF.6_1,Mpumalanga
37358,AUS,Iron Ore,0.013443631,0,29162.08282,197,Coolgardie woodlands,A,AUS.11_1,Western Australia
30905,ZAF,Platinum,74.31561939,9.579366388,59304.83968,81,Highveld grasslands,C,ZAF.6_1,Mpumalanga
32988,RUS,Iron Ore,0.17722517,0,31603.8858,707,Sayan montane conifer forests,A,RUS.27_1,Kemerovo
69303,RUS,Coal,0.11307627,0.000376172,45304.24067,687,Western Siberian hemiboreal forests,C,RUS.27_1,Kemerovo
51380,USA,Coal,4.28776497,0.337122192,49702.49708,329,Appalachian mixed mesophytic forests,C,USA.49_1,West Virginia
49615,AUS,Coal,30.59309457,0,49287.49151,206,Southwest Australia woodlands,E,AUS.11_1,Western Australia
36429,CHN,Iron Ore,2.612854281,0.126870174,59142.70999,659,Daba Mountains evergreen forests,C,CHN.13_1,Hubei
49537,UKR,Coal,0.017972276,0,42689.71805,735,Pontic steppe,E,UKR.6_1,Donets'k
68188,TUR,Coal,0.138869215,0.000238968,52307.00784,785,Aegean and Western Turkey sclerophyllous and mixed forests,C,TUR.56_1,Manisa
74749,BRA,Iron Ore,42.07861325,1.401844859,48996.36227,566,Campos Rupestres montane savanna,D,BRA.13_1,Minas Gerais
26745,CHL,Gold,1.859545363,0.057040031,19157.58423,561,Magellanic subpolar forests,D,CHL.1_1,Aisén del General Carlos Ibáñez del Campo
82035,CHN,Iron Ore,0.78204554,7.30665E-05,49641.89216,667,Huang He Plain mixed forests,C,CHN.10_1,Hebei
55341,ZAF,Heavy Mineral Sands,12.00324548,0.837726218,36321.04494,16,Kwazulu Natal-Cape coastal forests,C,ZAF.4_1,KwaZulu-Natal
31132,ZAF,Gold,9.443231262,0.556866485,46145.72868,48,Limpopo lowveld,B,ZAF.6_1,Mpumalanga
68691,USA,Coal,2.715576004,0.284541672,50224.48764,329,Appalachian mixed mesophytic forests,C,USA.18_1,Kentucky
40541,IDN,Coal,0.132463819,0.000462637,41493.09369,219,Borneo lowland rain forests,E,IDN.15_1,Kalimantan Timur
42042,IRN,Coal,0.19357644,0.000478432,36213.4676,820,Central Persian desert basins,E,IRN.30_1,Yazd
26634,DOM,Nickel,104.0548688,3.940025521,39650.44521,468,Hispaniolan moist forests,C,DOM.16_1,Monseñor Nouel
41164,USA,Coal,0.1298324,0.00104411,37885.05386,396,Northern Shortgrass prairie,C,USA.35_1,North Dakota
69710,CHN,Coal,0.053603292,0,47871.22231,667,Huang He Plain mixed forests,C,CHN.10_1,Hebei
60941,CHN,Zinc,0.066096756,0,66001.88726,673,Northeast China Plain deciduous forests,C,CHN.17_1,Jilin
29347,CHN,Zinc,8.671298689,0.007422252,68595.93351,236,Jian Nan subtropical evergreen forests,C,CHN.6_1,Guangdong
81388,ZAF,Gold,2.8985213,0.126409783,49488.65899,81,Highveld grasslands,C,ZAF.3_1,Gauteng
78627,CHL,Copper,16.33953704,3.408536947,46637.7702,596,Chilean Matorral,C,CHL.7_1,Coquimbo
40278,GNB,Phosphate,4.920988629,0.006906687,39752.06124,44,Guinean forest-savanna,E,GNB.7_1,Oio
41352,USA,Coal,0.468383317,0.049306121,64777.39547,387,Central US forest-grasslands transition,C,USA.15_1,Indiana
68480,USA,Coal,0.442325557,0.047471472,48785.09589,387,Central US forest-grasslands transition,C,USA.15_1,Indiana
25755,CAN,Zinc,0.072870722,0.002144501,29111.4441,383,Watson Highlands taiga,A,CAN.13_1,Yukon
41305,UKR,Coal,0.019280141,0,36582.40833,735,Pontic steppe,E,UKR.15_1,Luhans'k
69198,UKR,Coal,0.019280141,0,36582.40833,735,Pontic steppe,E,UKR.15_1,Luhans'k
69229,UKR,Coal,0.035593434,0,33591.82408,735,Pontic steppe,E,UKR.15_1,Luhans'k
64647,BRA,Coal,3.26223197,0.062342411,43881.35586,574,Uruguayan savanna,E,BRA.21_1,Rio Grande do Sul
68858,USA,Coal,0.97315143,0.073010165,42730.40061,329,Appalachian mixed mesophytic forests,C,USA.39_1,Pennsylvania
25821,BRA,Gold,1.549388907,0.017878763,42036.89897,525,Caatinga,E,BRA.5_1,Bahia
27427,BRA,Gold,4.252430657,0.003028536,43073.0869,525,Caatinga,E,BRA.5_1,Bahia
31418,BRA,Diamonds,2.179800908,0.007017909,63522.623,567,Cerrado,E,BRA.13_1,Minas Gerais
74750,BRA,Iron Ore,38.40893057,1.341957935,41988.01529,443,Bahia interior forests,E,BRA.13_1,Minas Gerais
59134,MRT,Iron Ore,0.181427588,0,26928.41529,842,South Sahara desert,E,MRT.12_1,Tiris Zemmour
59532,CAN,Nickel,0.413789245,0.058664659,21435.90155,333,Eastern Canadian Forest-Boreal transition,A,CAN.9_1,Ontario
40733,USA,Coal,1.461163251,0.080253113,41225.27559,329,Appalachian mixed mesophytic forests,C,USA.49_1,West Virginia
58146,USA,Coal,2.771396566,0.290816425,50061.68524,329,Appalachian mixed mesophytic forests,C,USA.18_1,Kentucky
83369,CHN,Iron Ore,0.130359909,0.000126679,44815.28235,653,Central China Loess Plateau mixed forests,E,CHN.10_1,Hebei
30048,MLI,Gold,1.100958645,0.003399239,42331.9904,62,West Sudanian savanna,E,MLI.3_1,Kayes
62702,JOR,Copper,4.49815562,0.000451797,55212.74911,739,Syrian xeric grasslands and shrublands,E,JOR.3_1,Aqaba
66553,USA,Antimony,0.215627656,0,29627.38946,430,Great Basin shrub steppe,E,USA.29_1,Nevada
83607,CHN,Copper,1.197083584,0.000598342,45719.68818,734,Mongolian-Manchurian grassland,E,CHN.19_1,Nei Mongol
80380,CHN,Zinc,50.35349837,0.023894853,63972.50962,643,Yunnan Plateau subtropical evergreen forests,C,CHN.30_1,Yunnan
41627,CHN,Coal,0.009688986,1.07212E-05,52319.76748,653,Central China Loess Plateau mixed forests,E,CHN.10_1,Hebei
29286,CHN,Copper,0.754771712,0.000175241,50023.39263,657,Changjiang Plain evergreen forests,C,CHN.1_1,Anhui
69645,CHN,Coal,0.149320225,0.000106169,46055.75875,653,Central China Loess Plateau mixed forests,E,CHN.25_1,Shanxi
81205,CHN,Copper,0.377901375,6.17545E-05,43153.01881,657,Changjiang Plain evergreen forests,C,CHN.13_1,Hubei
81203,CHN,Copper,0.50228466,0.000106645,51255.62626,657,Changjiang Plain evergreen forests,C,CHN.13_1,Hubei
59135,CHN,Iron Ore,0.536280737,0.000301166,45658.57797,653,Central China Loess Plateau mixed forests,E,CHN.2_1,Beijing
82590,CHN,Iron Ore,0.004770453,1.97577E-05,42662.33133,667,Huang He Plain mixed forests,C,CHN.25_1,Shanxi
76805,CHN,Gold,0.319513696,0.000106944,47699.14164,653,Central China Loess Plateau mixed forests,E,CHN.10_1,Hebei
82230,CHN,Iron Ore,8.391734212,0.168988955,57372.93082,642,Guizhou Plateau broadleaf and mixed forests,C,CHN.3_1,Chongqing
83415,CHN,Iron Ore,1.265918943,0.002376856,63005.11063,734,Mongolian-Manchurian grassland,E,CHN.19_1,Nei Mongol
80697,CHN,Copper,0.683693491,0.00015107,42896.31658,657,Changjiang Plain evergreen forests,C,CHN.13_1,Hubei
64076,CHN,Coal,0.283316848,4.87693E-05,52513.02465,653,Central China Loess Plateau mixed forests,E,CHN.25_1,Shanxi
69738,CHN,Coal,0.167715301,7.70156E-05,51275.42059,673,Northeast China Plain deciduous forests,C,CHN.19_1,Nei Mongol
82162,CHN,Iron Ore,2.50784313,0.000120549,41465.01,236,Jian Nan subtropical evergreen forests,C,CHN.4_1,Fujian
82147,CHN,Iron Ore,0.083558925,0.00017074,35675.57507,843,Taklimakan desert,E,CHN.28_1,Xinjiang Uygur
35582,MKD,Nickel,0.130973574,0,38866.35165,646,Balkan mixed forests,C,MKD.32_1,Kavadartsi
28251,GTM,Nickel,643.5835875,0.458561712,36830.20978,450,Central American Atlantic moist forests,D,GTM.9_1,Izabal
41035,CHN,Coal,0.211519934,0.000057923,46504.91305,653,Central China Loess Plateau mixed forests,E,CHN.25_1,Shanxi
69637,CHN,Coal,0.326376046,4.34543E-05,46079.69271,653,Central China Loess Plateau mixed forests,E,CHN.25_1,Shanxi
38510,ZAF,Coal,54.49618542,1.561244684,68370.89836,81,Highveld grasslands,C,ZAF.6_1,Mpumalanga
31921,VEN,Iron Ore,1.883546429,0.001284257,24111.6834,465,Guianan lowland moist forests,D,VEN.6_1,Bolívar
33580,SRB,Nickel,0.081725456,0,45980.2876,646,Balkan mixed forests,C,XKO.5_1,Pristina
63971,SRB,Coal,0.350982324,0.024513215,47408.13902,646,Balkan mixed forests,C,SRB.3_1,Grad Beograd
63972,SRB,Coal,0.436872189,0.034612585,58735.8226,674,Pannonian mixed forests,C,SRB.3_1,Grad Beograd
26094,CAN,Gold,0.281405282,0,40703.83675,338,New England-Acadian forests,C,CAN.7_1,Nova Scotia
61210,KAZ,Copper,0.276385883,0,43630.68047,732,Kazakh steppe,E,KAZ.3_1,Aqtöbe
68456,ESP,Coal,4.239535187,0,41080.65572,648,Cantabrian mixed forests,C,ESP.17_1,Principado de Asturias
32792,NCL,Nickel,62.59345675,4.554549588,18845.14357,146,New Caledonia rain forests,B,NCL.2_1,Nord
33279,CHL,Copper,1.83413918,0.158864948,44395.52519,596,Chilean Matorral,C,CHL.5_1,Atacama
26551,ESP,Gold,1.95395112,0,38055.80182,793,Iberian sclerophyllous and semi-deciduous forests,E,ESP.1_1,Andalucía
28588,AUS,Gold,0.030487116,0,38638.49399,197,Coolgardie woodlands,A,AUS.11_1,Western Australia
33089,MLI,Gold,0.311731937,0.000218083,45220.16887,62,West Sudanian savanna,E,MLI.8_1,Sikasso
77623,AUS,Lithium,11.38339094,0.057339432,35286.77833,181,Arnhem Land tropical savanna,D,AUS.6_1,Northern Territory
31465,ZAF,Diamonds,1.297673723,0.000423538,27657.69769,97,Kalahari xeric savanna,C,ZAF.8_1,Northern Cape
25182,USA,Gold,0.272308368,0,37967.04192,430,Great Basin shrub steppe,E,USA.29_1,Nevada
70291,UKR,Coal,0.354257838,0,55511.00612,661,East European forest steppe,C,UKR.11_1,Kiev City
25971,USA,Gold,0.101910063,0.00178117,23323.5923,375,Interior Alaska-Yukon lowland taiga,A,USA.2_1,Alaska
51885,USA,Coal,60.57846459,6.542786928,47459.28193,329,Appalachian mixed mesophytic forests,C,USA.1_1,Alabama
51540,USA,Coal,1.635729402,9.47544E-06,52401.253,363,Piney Woods,C,USA.19_1,Louisiana
69290,RUS,Coal,0.130563956,0.000349116,32509.30353,707,Sayan montane conifer forests,A,RUS.27_1,Kemerovo
70000,UKR,Coal,6.101946052,0,48299.37865,735,Pontic steppe,E,UKR.13_1,Kirovohrad
25218,USA,Copper,0.362884436,0,39531.333,344,Western Great Lakes forests,E,USA.50_1,Wisconsin
41431,USA,Coal,1.092735003,0.092172698,51701.07914,387,Central US forest-grasslands transition,C,USA.15_1,Indiana
68928,USA,Coal,6.325208545,0.327542399,51079.18138,329,Appalachian mixed mesophytic forests,C,USA.1_1,Alabama
75971,CAN,Copper,0.107095293,0.002096366,26899.1095,377,Midwest Canadian Shield forests,A,CAN.12_1,Saskatchewan
51673,USA,Coal,1.957089189,0.20193927,39968.65947,329,Appalachian mixed mesophytic forests,C,USA.18_1,Kentucky
69460,USA,Coal,1.957089189,0.20193927,39968.65947,329,Appalachian mixed mesophytic forests,C,USA.18_1,Kentucky
69454,USA,Coal,1.957089189,0.20193927,39968.65947,329,Appalachian mixed mesophytic forests,C,USA.18_1,Kentucky
24510,USA,Copper,0.798361981,0.000011343,47420.09623,435,Sonoran desert,E,USA.3_1,Arizona
24715,USA,Gold,0.278123544,0,39649.99634,430,Great Basin shrub steppe,E,USA.29_1,Nevada
52722,USA,Ilmenite,7.027788982,0,59676.68083,399,Southeast US conifer savannas,C,USA.11_1,Georgia
41713,AUS,Coal,4.626763609,0,54850.19509,176,Southeast Australia temperate forests,E,AUS.10_1,Victoria
60249,IDN,Nickel,137.2107794,21.70711875,24794.68741,161,Vogelkop-Aru lowland rain forests,E,IDN.22_1,Papua Barat
